char,total_strokes,radical,meaning,category,components,all_radicals
瞯,17,109.12,to peep; to spy,Traditional,"('目', '閒')","['月', '目', '門']"
眷,11,109.6,"take interest in, care for",Both,"('龹', '目')","['二', '丨', '八', '目']"
省,9,109.4,"province; save, economize",Both,"('少', '目')","['丿', '目', '小']"
瞫,17,109.12,look,Both,"('目', '覃')","['日', '目', '十', '襾']"
瞬,17,109.12,"wink, blink; in a wink, a flash",Both,"('目', '舜')","['冖', '目', '舛', '爪']"
睬,13,109.8,notice; pay attention to,Both,"('目', '采')","['目', '木', '爪']"
睥,13,109.8,"look askance at, glare at",Both,"('目', '卑')","['二', '丶', '丨', '目', '十', '冂']"
眹,11,109.6,pupil,Both,"('目', '关')","['一', '目', '大', '八']"
眭,11,109.6,evil look of deep-set eyes,Both,"('目', '圭')","['土', '目']"
瞀,14,109.9,to look at closely; nearsighted; dim; indistinct vision,Both,"('敄', '目')","['目', '矛', '攴']"
矖,24,109.21,to stare at,Traditional,"('目', '麗')","['一', '目', '鹿']"
瞟,16,109.11,glare at; look askance at; squint,Both,"('目', '票')","['目', '示', '襾']"
真,10,109.5 12.8,"real, actual, true, genuine",Both,"('十', '具')","['一', '十', '目', '八']"
睾,14,109.9,testicle,Both,"('丶', '睪')","['土', '丶', '八', '干', '网']"
瞘,16,109.11,deeply-sunk eyes,Traditional,"('目', '區')","['目', '口', '匚']"
睠,13,109.8,to care for; love,Unknown,"('目', '卷')","['二', '八', '丨', '目', '乙']"
矉,19,109.14,an angry glare; to open the eyes with anger,Traditional,"('目', '賓')","['丿', '目', '貝', '小', '宀', '一']"
盼,9,109.4,"look, gaze; expect, hope for",Both,"('目', '分')","['目', '刀', '八']"
睿,14,109.9,"shrewd, astute, clever, keen",Both,"('卜', '眘')","['人', '八', '卜', '冖', '目', '一']"
矙,24,109.20,view,Both,"('目', '闞')","['女', '目', '耳', '門']"
瞓,15,109.10,to sleep,Traditional,"('目', '訓')","['目', '川', '言']"
眸,11,109.6,pupil of eye; eye,Both,"('目', '牟')","['牛', '目', '厶']"
瞷,17,109.12,"spy, peep; cornea",Traditional,"('目', '間')","['日', '目', '門']"
瞞,16,109.11,"deceive, lie; eyes half-closed",Traditional,"('目', '㒼')","['目', '廾', '入', '巾']"
相,9,109.4,"mutual, reciprocal, each other",Both,"('木', '目')","['目', '木']"
睽,14,109.9,"to squint; to stare at; unusual, strange; hexagram ䷥",Both,"('目', '癸')","['一', '目', '大', '癶']"
眛,10,109.5,"dim, dark, obscure; blind",Both,"('目', '未')","['一', '目', '木']"
眍,9,109.4,sunken,Simplified,"('目', '区')","['丿', '目', '匚']"
眼,11,109.6,"eye; eyelet, hole, opening",Both,"('目', '艮')","['艮', '目']"
瞤,17,109.12,to blink or twitch the eyes,Traditional,"('目', '閏')","['目', '玉', '門']"
瞠,16,109.11,"look at, stare at, gaze at",Both,"('目', '堂')","['土', '冖', '目', '小', '口']"
盲,8,109.3,"blind; unperceptive, shortsighted",Both,"('亡', '目')","['目', '丶', '匸']"
瞰,16,109.12,"watch, spy; overlook; look down",Both,"('目', '敢')","['目', '攴', '耳']"
矓,21,109.16,"faint, fuzzy, blurred",Traditional,"('目', '龍')","['目', '龍']"
睱,14,109.9,to gaze slowly; white appearance of the eyes,Both,"('目', '叚')","['又', '目', '尸', '二']"
盻,9,109.4,glare; stare,Both,"('目', '兮')","['一', '目', '八']"
瞖,16,109.11,a cataract or film over the eye,Unknown,"('殹', '目')","['匚', '目', '殳', '矢']"
睎,12,109.7,to long for; to gaze at,Both,"('目', '希')","['丿', '目', '一', '巾']"
眇,9,109.4,"blind in one eye; minute, minuscule",Both,"('目', '少')","['丿', '目', '小']"
瞥,16,109.12,take fleeting glance at,Both,"('敝', '目')","['冫', '目', '攴', '巾']"
盾,9,109.4,"shield, shield-shaped object; currency sign for Dutch guilder",Both,"('⺁', '𥃭')","['十', '目', '⺁']"
瞹,18,109.13,"clouded, obscure",Both,"('目', '愛')","['心', '夂', '爪', '冖', '目']"
眨,9,109.5,wink,Both,"('目', '乏')","['目', '丶', '戈', '玉']"
磨,16,112.11,grind; polish; rub; wear out; a millstone,Both,"('麻', '石')","['石', '麻']"
矼,8,112.3,stone bridge; stepping stones,Both,"('石', '工')","['石', '工']"
砞,10,112.5,to smash rock,Both,"('石', '末')","['一', '木', '石']"
磑,15,112.10,stone mill; grind; break apart,Traditional,"('石', '豈')","['山', '石', '豆']"
碜,13,112.8,gritty,Simplified,"('石', '参')","['厶', '彡', '大', '石']"
磽,17,112.12,barren land; sandy soil,Traditional,"('石', '堯')","['土', '一', '石', '儿']"
碕,13,112.8,"a cape, spit, promontory",Both,"('石', '奇')","['亅', '大', '一', '石', '口']"
磉,15,112.10,the stone base or plinth of a pillar,Both,"('石', '桑')","['又', '木', '石']"
硭,11,112.7,a crude saltpetre,Both,"('石', '芒')","['艸', '丶', '匸', '石']"
碔,13,112.8,an inferior gem,Both,"('石', '武')","['一', '弋', '石', '止']"
矾,8,112.3,alum,Simplified,"('石', '凡')","['几', '石', '丶']"
矻,8,112.3,"toil, slave away; busy",Both,"('石', '乞')","['一', '丿', '石', '乙']"
硼,13,112.8,"borax, boron",Both,"('石', '朋')","['月', '石']"
磯,17,112.12,jetty; submerged rock; eddy,Traditional,"('石', '幾')","['幺', '人', '戈', '石']"
磊,15,112.10,pile of rocks or stones; great,Both,"('石', None)",['石']
碭,14,112.9,brilliantly colored stone with veined patterns in it,Traditional,"('石', '昜')","['日', '一', '勹', '石']"
磓,14,112.10,to throw (a stone),Both,"('石', '追')","['丶', '己', '石', '辵']"
碱,14,112.9,"alkaline, alkali, lye, salt",Both,"('石', '咸')","['厂', '戈', '一', '石', '口']"
砯,10,112.5,to make a loud sound,Both,"('石', '氷')","['丶', '水', '石']"
破,10,112.5,"break, ruin, destroy; rout",Both,"('石', '皮')","['皮', '石']"
砲,10,112.5,"gun, cannon",Both,"('石', '包')","['勹', '己', '石']"
矶,7,112.2,jetty; submerged rock; eddy,Simplified,"('石', '几')","['几', '石']"
鿬,10,112.5,tennessine (element 117),Both,,[]
磲,16,112.12,white button of 6th rank,Both,"('石', '渠')","['匚', '水', '木', '石']"
硏,11,112.6,grind,Both,"('石', '幵')",['石']
礡,18,112.14,"fill, extend",Both,"('石', '蒪')","['丶', '用', '寸', '十', '艸', '石']"
磴,17,112.12,"steps on ledge, cliff, or hill",Both,"('石', '登')","['癶', '石', '豆']"
礫,20,112.15,"gravel, pebbles, potsherds",Traditional,"('石', '樂')","['幺', '木', '白', '石']"
磙,15,112.10,roller,Both,"('石', '衮')","['厶', '衣', '八', '石']"
碨,14,112.9,millstone,Both,"('石', '畏')","['一', '田', '石', '乙']"
砜,9,112.4,an organic compound,Simplified,"('石', '风')","['风', '石']"
硝,12,112.7,"saltpeter, niter; to tan",Both,"('石', '肖')","['月', '石', '小']"
礶,22,112.18,"a jug, a pitcher, a jar, a pot",Both,"('石', '雚')","['隹', '艸', '石', '口']"
砢,10,112.5,pile of stones,Both,"('石', '可')","['一', '口', '石', '亅']"
砰,10,112.5,"sound of crashing stones, bang!",Both,"('石', '平')","['干', '八', '石']"
砇,9,112.4,"a stone resembling jade, alabaster",Both,"('石', '文')","['文', '石']"
硍,11,112.6,strike,Both,"('石', '艮')","['艮', '石']"
硬,12,112.7,"hard, firm, strong; obstinate",Both,"('石', '更')","['丿', '丨', '日', '一', '石']"
礁,17,112.12,reef; jetty; submerged rocks,Both,"('石', '焦')","['火', '隹', '石']"
砬,10,112.5,big stone,Both,"('石', '立')","['立', '石']"
砠,10,112.5,"rocky, hilly, uneven",Both,"('石', '且')","['月', '一', '石']"
磔,15,112.10,"to dismember, tear apart; downward stroke slanting right",Both,"('石', '桀')","['舛', '木', '石']"
磎,15,112.10,"mountain stream, creek",Unknown,"('石', '奚')","['幺', '大', '石', '爪']"
砫,10,112.5,name of a county in Sichuan,Both,"('石', '主')","['丶', '玉', '石']"
礱,21,112.16,"grind, sharpen; mill",Traditional,"('龍', '石')","['龍', '石']"
碥,14,112.9,"steep, protruding rocks in rapids",Both,"('石', '扁')","['户', '艸', '石', '冂']"
硵,12,112.7,sal ammoniac; sand; pebble,Simplified,"('石', '卤')","['卤', '石']"
硯,12,112.7,inkstone,Traditional,"('石', '見')","['見', '石']"
磥,16,112.11,a heap of stones; boulders,Both,"('石', '累')","['糸', '田', '石']"
碧,14,112.9,"jade; green, blue",Both,"('珀', '石')","['玉', '白', '石']"
砅,9,112.4,cross on stepping stones,Both,"('石', '水')","['水', '石']"
確,15,112.10,"sure, certain; real, true",Traditional,"('石', '隺')","['隹', '石', '巾']"
碉,13,112.8,room made of stone; watchtower,Both,"('石', '周')","['田', '石', '口']"
碎,13,112.8,"break, smash; broken, busted",Both,"('石', '卒')","['十', '亠', '石', '人']"
磒,15,112.10,to fall from or into,Traditional,"('石', '員')","['貝', '石', '口']"
砘,9,112.4,a kind of farm tool,Both,"('石', '屯')","['屮', '十', '石', '乙']"
础,10,112.5,"foundation stone, plinth",Simplified,"('石', '出')","['山', '石']"
硁,10,112.5,the sound of stones knocking together,Simplified,"('石', '𢀖')","['石', '工']"
砂,9,112.4,"sand; pebbles, gravel; gritty",Both,"('石', '少')","['丿', '石', '小']"
砝,10,112.5,balance weights,Both,"('石', '去')","['厶', '土', '石']"
硕,11,112.6,"great, eminent; large, big",Simplified,"('石', '页')","['石', '页']"
硖,11,112.6,(archaic) town in Hebei province,Simplified,"('石', '夹')","['人', '八', '石', '二']"
硫,12,112.7,"sulfur (element 16, S)",Both,"('石', '㐬')","['厶', '丨', '亠', '儿', '石']"
砟,10,112.5,stone tablet; monument,Both,"('石', '乍')","['丿', '二', '丨', '一', '石']"
礦,19,112.15,"mine; mineral, ore",Traditional,"('石', '廣')","['二', '凵', '八', '广', '丨', '艸', '一', '石']"
磅,15,112.10,pound; weigh,Both,"('石', '旁')","['八', '冖', '亠', '方', '石']"
磌,15,112.10,rumbling sound,Both,"('石', '真')","['八', '十', '目', '一', '石']"
碣,14,112.9,stone tablet,Both,"('石', '曷')","['勹', '人', '曰', '石']"
砭,9,112.5,stone probe; pierce; counsel,Both,"('石', '乏')","['丶', '戈', '玉', '石']"
砒,9,112.4,"(obsolete form of 砒); white arsenic, arsenic trioxide",Both,"('石', '比')","['比', '石']"
硙,11,112.6,stone mill; grind; break apart,Simplified,"('石', '岂')","['山', '石', '己']"
硅,11,112.6,"silicon (element 14, Si)",Both,"('石', '圭')","['土', '石']"
硇,11,112.6,sal ammoniac,Both,"('石', '囟')","['丿', '囗', '丶', '石']"
碩,14,112.9,"great, eminent; large, big",Traditional,"('石', '頁')","['頁', '石']"
碲,14,112.9,"tellurium (element 52, Te)",Both,"('石', '帝')","['八', '巾', '冖', '亠', '石']"
硾,13,112.9,weight,Both,"('石', '垂')","['十', '艸', '石', '士']"
磷,17,112.12,"phosphorus (element 15, P)",Both,"('石', '粦')","['舛', '米', '石']"
碑,13,112.8,stone tablet; gravestone,Both,"('石', '卑')","['二', '丶', '丨', '十', '石', '冂']"
碓,13,112.8,pestle,Both,"('石', '隹')","['隹', '石']"
礤,19,112.15,"shredder, grater",Both,"('石', '蔡')","['示', '卩', '月', '石', '艸']"
砳,10,112.5,rocky,Both,"('石', None)",['石']
礆,18,112.13,"alkaline, alkali, lye, salt",Traditional,"('石', '僉')","['一', '人', '石']"
磈,14,112.10,an uneven rock,Both,"('石', '鬼')","['鬼', '石']"
硸,13,112.8,thick-lipped; a grindstone,Both,"('石', '岸')","['干', '山', '石', '厂']"
碗,13,112.8,"bowl, small dish",Both,"('石', '宛')","['宀', '石', '乙', '夕']"
砆,9,112.4,"semiprecious stone, agate",Both,"('石', '夫')","['人', '石', '二']"
礴,21,112.16,"fill, extend",Both,"('石', '薄')","['丶', '水', '用', '寸', '十', '艸', '石']"
砕,9,112.4,"break, smash; broken, busted",Unknown,"('石', '卆')","['丿', '十', '石']"
研,9,112.4,"grind, rub; study, research",Both,"('石', '开')","['一', '廾', '石']"
磟,16,112.11,mediocre; busy; occupied; roller,Traditional,"('石', '翏')","['人', '羽', '彡', '石']"
砧,10,112.5,anvil; flat stone,Both,"('石', '占')","['卜', '石', '口']"
礌,18,112.13,roll a stone downhill,Both,"('石', '雷')","['田', '石', '雨']"
硷,12,112.7,"alkaline, alkali, lye, salt",Simplified,"('石', '佥')","['一', '人', '石', '小']"
磡,16,112.11,"cliff, ledge, bank; step",Both,"('石', '勘')","['儿', '匚', '甘', '石', '力']"
礙,19,112.14,"obstruct, hinder, block, deter",Traditional,"('石', '疑')","['疋', '匕', '石', '矢']"
碁,13,112.8,chess; any game similar to chess,Both,"('其', '石')","['一', '甘', '八', '石']"
硌,11,112.6,to have something hard press against the body and cause pain (such as a pebble in a shoe); a large stone on a mountain,Both,"('石', '各')","['口', '石', '夂']"
矸,8,112.3,a rock or cliff,Both,"('石', '干')","['干', '石']"
碇,13,112.8,anchor,Both,"('石', '定')","['宀', '一', '石', '止']"
硗,11,112.6,barren land; sandy soil,Simplified,"('石', '尧')","['一', '石', '儿']"
磠,16,112.11,sal ammoniac; sand; pebble,Traditional,"('石', '鹵')","['鹵', '石']"
砀,8,112.3,brilliantly colored stone with veined patterns in it,Simplified,"('石', '𠃓')",['石']
碌,13,112.8,"rough, uneven, rocky; mediocre",Both,"('石', '录')","['水', '石', '彐']"
碟,14,112.9,"small dish, plate",Both,"('石', '枼')","['廾', '木', '石']"
磧,16,112.11,sand and gravel; rocks exposed at low tide; to crush,Traditional,"('石', '責')","['土', '貝', '石', '一']"
确,12,112.7,"sure, certain; real, true",Both,"('石', '角')","['角', '石']"
磁,14,112.9,magnetic; magnetism; porcelain,Both,"('石', '兹')","['幺', '一', '八', '石']"
砮,10,112.5,arrow-tip,Both,"('奴', '石')","['女', '又', '石']"
硨,12,112.7,"giant clam, Tridacna gigas",Traditional,"('石', '車')","['車', '石']"
砾,10,112.5,"gravel, pebbles",Simplified,"('石', '乐')","['石', '小']"
磋,14,112.10,"polish, buff; scrutinize",Both,"('石', '差')","['羊', '石', '工']"
碪,14,112.9,stone slab used for washing clothes; an anvil,Both,"('石', '甚')","['匚', '甘', '石', '儿']"
砼,10,112.5,concrete,Both,"('石', '仝')","['人', '石', '工']"
碯,14,112.9,"agate, cornelian",Both,"('石', '𡿺')","['丿', '丶', '囗', '川', '石']"
碰,13,112.8,"collide, bump into",Both,"('石', '並')","['一', '八', '石']"
硉,11,112.6,bones of a thin horse,Both,"('石', '聿')","['聿', '石']"
磵,17,112.12,"brook, mountain stream",Traditional,"('石', '間')","['日', '石', '門']"
礟,19,112.14,"ancient ballista for throwing heavy stones; a cannon, a gun",Both,"('石', '駁')","['馬', '爻', '石']"
礪,19,112.15,whetstone; sharpen,Traditional,"('石', '厲')","['二', '禸', '丨', '厂', '艸', '石', '冂']"
碡,14,112.9,stone roller used to level fields,Both,"('石', '毒')","['一', '土', '毋', '石']"
砣,10,112.5,"a stone roller; a heavy stone, a weight, a plummet",Both,"('石', '它')","['宀', '匕', '石']"
碾,15,112.10,"roller, crush; roll",Both,"('石', '展')","['尸', '一', '石', '艸', '乙']"
礅,17,112.12,a stone block,Both,"('石', '敦')","['子', '亠', '口', '石', '攴']"
矿,8,112.3,"mine; mineral, ore",Simplified,"('石', '广')","['广', '石']"
礮,21,112.16,"ancient ballista for throwing heavy stones a cannon, a gun",Traditional,"('石', '駮')","['丿', '八', '馬', '亠', '石']"
砑,9,112.4,"to grind, to calender, to polish; to roll with a stone roller",Both,"('石', '牙')","['石', '牙']"
砖,9,112.4,"tile, brick",Simplified,"('石', '专')","['二', '丨', '石']"
礳,21,112.16,name of place in shan xi province,Both,"('石', '磨')","['麻', '石']"
矽,8,112.3,(obsolete form of 硅),Both,"('石', '夕')","['石', '夕']"
碞,14,112.9,room made of stone; watchtower,Both,"('品', '石')","['石', '口']"
碏,13,112.8,coloured,Both,"('石', '昔')","['日', '一', '艸', '石']"
礬,20,112.15,alum,Traditional,"('樊', '石')","['木', '爻', '大', '石']"
碆,13,112.8,arrow-tip,Both,"('波', '石')","['皮', '水', '石']"
碳,14,112.9,"carbon (element 6, C)",Both,"('石', '炭')","['丿', '火', '山', '一', '石']"
礎,18,112.13,"foundation stone, plinth",Traditional,"('石', '楚')","['疋', '木', '石']"
礵,22,112.17,name of an island in Fujian province,Both,"('石', '霜')","['目', '木', '石', '雨']"
硜,12,112.7,the sound of stones knocking together,Traditional,"('石', '巠')","['一', '川', '石', '工']"
磐,15,112.10,"large rock, boulder; firm",Both,"('般', '石')","['石', '舟', '殳']"
磕,15,112.10,"hit; collide, knock into; sound",Both,"('石', '盍')","['厶', '土', '皿', '石']"
硎,11,112.6,whetstone,Both,"('石', '刑')","['一', '刀', '廾', '石']"
硤,12,112.7,(archaic) town in Hebei province,Traditional,"('石', '夾')","['人', '大', '石']"
磪,16,112.11,a high mountain; precipitous,Both,"('石', '崔')","['隹', '山', '石']"
磛,16,112.11,cliff,Both,"('斬', '石')","['車', '斤', '石']"
硪,12,112.7,a tool for making rammed earth; lofty,Both,"('石', '我')","['戈', '石', '手']"
砷,10,112.5,"arsenic (element 33, As)",Both,"('石', '申')","['日', '丨', '石']"
磇,15,112.10,"arsenic (element 33, As)",Both,"('石', '𣬉')","['丿', '囗', '丶', '石']"
碘,13,112.8,"iodine (element 53, I)",Both,"('石', '典')","['二', '凵', '八', '石']"
碴,14,112.9,chipped edge of a container,Both,"('石', '查')","['日', '一', '木', '石']"
磺,16,112.12,sulphur; brimstone,Both,"('石', '黄')","['二', '凵', '八', '丨', '艸', '一', '石']"
砻,10,112.5,"grind, sharpen; mill",Simplified,"('龙', '石')","['石', '龙']"
磾,17,112.12,dyestuff (black-colored mineral),Traditional,"('石', '單')","['二', '丨', '十', '口', '石', '冂']"
碬,14,112.9,whetstone,Both,"('石', '叚')","['又', '二', '尸', '石']"
砚,9,112.4,inkstone,Simplified,"('石', '见')","['见', '石']"
硧,12,112.7,"a grindstone; (same as 硐) a cave, cavern",Both,"('石', '甬')","['用', '石']"
砿,10,112.5,"mine; mineral, ore",Traditional,"('石', '広')","['厶', '广', '石']"
砌,9,112.4,"to build, pile up; stone steps, brick walk",Both,"('石', '切')","['一', '刀', '石', '乙']"
磣,16,112.11,gritty,Traditional,"('石', '參')","['厶', '人', '彡', '石']"
磖,16,112.10,a large stone,Both,"('石', '習')","['羽', '白', '石']"
硐,11,112.6,(variant of 洞) cave; chamber; pit,Both,"('石', '同')","['一', '口', '石', '冂']"
礓,18,112.13,a small stone,Both,"('石', '畺')","['一', '田', '石', '二']"
砥,10,112.5,a whetstone; to polish,Both,"('石', '氐')","['丶', '氏', '石']"
砹,10,112.5,"astatine (element 85, At)",Both,"('石', '艾')","['丿', '艸', '石']"
砉,9,112.4,"the sound of flaying, separating skin and bone; the sound of flying quickly, whooshing",Both,"('丰', '石')","['一', '丨', '石', '二']"
礄,17,112.12,place in Sichuan province,Traditional,"('石', '喬')","['冂', '大', '石', '口']"
碚,13,112.8,suburb,Both,"('石', '咅')","['立', '石', '口']"
磬,16,112.11,musical instrument; musical stone,Both,"('殸', '石')","['丨', '石', '殳', '士']"
碽,15,112.10,"(a simplified form of 碽) sound of bumping or striking, arched bridge",Traditional,"('石', '貢')","['貝', '石', '工']"
碶,14,112.9,"a flood-gate, a water-gate",Both,"('石', '契')","['二', '刀', '丨', '大', '一', '石']"
碛,13,112.8,sand and gravel,Simplified,"('石', '责')","['一', '土', '贝', '石']"
礧,20,112.15,name of a place in Shanxi province,Both,"('石', '畾')","['田', '石']"
磻,17,112.12,a tributary of the Wei river in Shanxi,Both,"('石', '番')","['田', '石', '釆']"
礞,18,112.14,mineral,Both,"('石', '蒙')","['二', '冖', '勹', '石', '艸']"
砺,10,112.5,whetstone; sharpen,Simplified,"('石', '厉')","['丿', '一', '石', '厂']"
鿎,11,112.6,"(tǎ) place name in Zhejiang; (dá) cobblestone, water gate, place name in Guangdong",Simplified,,[]
碼,15,112.10,"number, numerals; yard; symbol",Traditional,"('石', '馬')","['馬', '石']"
砸,10,112.5,"smash, crush, break; pound, mash",Both,"('石', '匝')","['匚', '石', '巾']"
碻,15,112.10,solid,Both,"('石', '高')","['石', '高']"
砍,9,112.4,"hack, chop, cut, fell",Both,"('石', '欠')","['欠', '石']"
硚,11,112.6,place in Sichuan province,Simplified,"('石', '乔')","['大', '石']"
礃,17,112.12,mining a face in a coal mine,Both,"('石', '掌')","['手', '冖', '小', '石', '口']"
碍,13,112.8,"obstruct, hinder, block, deter",Both,"('石', '㝵')","['日', '一', '寸', '石']"
砦,11,112.5,"stockade, fort, military outpost; brothel",Both,"('此', '石')","['止', '匕', '石']"
砗,9,112.4,"giant clam, tridacna gigas",Simplified,"('石', '车')","['车', '石']"
磚,16,112.11,"tile, brick",Traditional,"('石', '專')","['丨', '寸', '十', '日', '石']"
硃,11,112.6,a red mole; cinnabar,Traditional,"('石', '朱')","['一', '木', '石']"
码,8,112.3,"number, numerals; yard; symbol",Simplified,"('石', '马')","['马', '石']"
硊,11,112.6,"the name of a place in Wuhu county, Anhui province",Both,"('石', '危')","['刀', '石', '厂', '乙']"
硒,11,112.6,"selenium (element 34, Se)",Both,"('石', '西')","['襾', '石']"
碸,14,112.9,a sulfone (chemical compound),Traditional,"('石', '風')","['石', '風']"
蹂,16,157.9,"trample under foot, tread on",Both,"('足', '柔')","['矛', '木', '⻊']"
蹁,16,157.9,to walk with a limp,Both,"('足', '扁')","['户', '艸', '冂', '⻊']"
蹈,17,157.10,stamp feet; dance,Both,"('足', '舀')","['臼', '爪', '⻊']"
蹷,19,157.12,"to kick back; to stumble, slip, fall",Both,"('厥', '足')","['八', '足', '屮', '厂', '一', '欠']"
躊,21,157.14,"hesitate, falter; smug, self-satisfied",Traditional,"('足', '壽')","['士', '乙', '寸', '工', '一', '口', '⻊']"
踴,16,157.9,"leap, jump",Traditional,"('足', '勇')","['田', '力', '⻊']"
躚,22,157.16,"wander about, walk around; revolve",Traditional,"('足', '遷')","['大', '⻊', '襾', '己', '辵']"
蹙,18,157.11,"urgent, suddenly; grieve, lament",Both,"('戚', '足')","['足', '卜', '厂', '戈', '小', '一']"
蹧,18,157.11,to spoil; to ruin,Both,"('足', '曹')","['二', '凵', '日', '艸', '⻊']"
跛,12,157.5,lame,Both,"('足', '皮')","['皮', '⻊']"
蹍,17,157.10,"upper millstone; to grind, roll, triturate",Both,"('足', '展')","['尸', '一', '艸', '乙', '⻊']"
蹠,18,157.11,"step on, tread on; sole",Both,"('足', '庶')","['广', '火', '廾', '⻊']"
蹜,18,157.11,walk carefully,Both,"('足', '宿')","['人', '宀', '一', '白', '⻊']"
跶,13,157.6,"stumble, slip",Simplified,"('足', '达')","['大', '辵', '⻊']"
踼,16,157.9,to fall flat; to fall on the face,Traditional,"('足', '昜')","['日', '一', '勹', '⻊']"
蹋,17,157.10,"step on, tread on; stumble, slip",Both,"('足', '𦐇')","['日', '羽', '⻊']"
蹴,19,157.12,kick; tread on; leap; solemn,Both,"('足', '就')","['丶', '亠', '小', '尢', '口', '⻊']"
蹓,17,157.10,"stroll, take walk",Both,"('足', '留')","['田', '卩', '⻊']"
蹮,19,157.11,"to whirl, pirouette",Both,"('足', '䙴')","['襾', '大', '己', '⻊']"
蹀,16,157.9,"to skip, to dance; to put the foot down",Both,"('足', '枼')","['木', '廾', '⻊']"
踔,15,157.8,to get ahead; to stride; to excel,Both,"('足', '卓')","['日', '十', '卜', '⻊']"
趵,10,157.3,noise of tramping feet,Both,"('足', '勺')","['勹', '丶', '⻊']"
踵,16,157.9,"heel; follow; visit, call on",Both,"('足', '重')","['十', '里', '⻊']"
踅,14,157.7,to walk around; turn back midway,Both,"('折', '足')","['斤', '足', '手']"
蹊,17,157.10,"footpath, trail; track",Both,"('足', '奚')","['幺', '大', '爪', '⻊']"
蹎,17,157.10,"to stumble, trip",Both,"('足', '真')","['八', '十', '目', '一', '⻊']"
躕,22,157.15,"hesitate, waver, falter",Traditional,"('足', '廚')","['广', '豆', '寸', '十', '⻊']"
跸,13,157.6,"clear way, make room for; clear street when emperor tours",Simplified,"('足', '毕')","['比', '十', '⻊']"
跽,14,157.7,"to kneel for a long time, to go down on hands and knees",Both,"('足', '忌')","['心', '己', '⻊']"
踊,14,157.7,"leap, jump",Both,"('足', '甬')","['用', '⻊']"
躒,22,157.15,"walk, move",Traditional,"('足', '樂')","['幺', '白', '木', '⻊']"
蹿,19,157.12,leap; to jump; to spurt out,Simplified,"('足', '窜')","['穴', '⻊', '口', '丨']"
蹌,17,157.10,walk rapidly,Traditional,"('足', '倉')","['人', '丶', '丨', '彐', '口', '⻊']"
踢,15,157.8,kick,Both,"('足', '易')","['日', '勹', '⻊']"
踆,14,157.7,squat,Both,"('足', '夋')","['厶', '八', '夂', '⻊']"
跺,13,157.6,"stamp feet, step",Both,"('足', '朵')","['几', '木', '⻊']"
踖,15,157.8,"trample on, tread on",Both,"('足', '昔')","['日', '一', '艸', '⻊']"
蹢,18,157.11,pig's hoof,Both,"('足', '啇')","['子', '八', '亠', '欠', '⻊']"
踬,15,157.8,"stumble, totter; fail, be frustrated",Simplified,"('足', '质')","['十', '贝', '⺁', '⻊']"
跧,13,157.6,crouch,Both,"('足', '全')","['人', '玉', '⻊']"
躁,20,157.13,"tense, excited, irritable",Both,"('足', '喿')","['木', '口', '⻊']"
蹅,16,157.9,"to tread on, walk through",Both,"('足', '查')","['日', '一', '木', '⻊']"
躞,24,157.17,to walk,Both,"('足', '燮')","['火', '又', '言', '⻊']"
跑,12,157.5,"run, flee, leave in hurry",Both,"('足', '包')","['勹', '己', '⻊']"
蹶,19,157.12,"stumble, fall down; trample",Both,"('足', '厥')","['八', '屮', '厂', '一', '欠', '⻊']"
踧,15,157.8,"level, as a road; appearance of uneasiness",Both,"('足', '叔')","['又', '卜', '小', '一', '⻊']"
跪,13,157.6,kneel,Both,"('足', '危')","['刀', '厂', '乙', '⻊']"
躏,21,157.14,"trample down, oppress, overrun",Simplified,"('足', '蔺')","['土', '尸', '辛', '雨', '艸', '口', '⻊']"
躑,21,157.15,"waver, hesitate, be irresolute",Traditional,"('足', '鄭')","['八', '大', '酉', '阝', '⻊']"
蹣,18,157.11,to jump over; to limp,Traditional,"('足', '㒼')","['巾', '廾', '入', '⻊']"
踰,16,157.9,"exceed, transgress; cross over",Both,"('足', '兪')","['人', '刀', '月', '一', '⻊']"
蹩,18,157.12,to limp,Both,"('敝', '足')","['冫', '足', '攴', '巾']"
踐,15,157.8,"trample, tread upon, walk on",Traditional,"('足', '戔')","['戈', '⻊']"
踈,14,157.7,"neglect; careless, lax",Unknown,"('足', '束')","['木', '口', '⻊']"
蹝,18,157.11,sandal,Both,"('足', '徙')","['止', '彳', '⻊']"
躃,20,157.13,lame; a cripple,Both,"('足', '辟')","['尸', '辛', '口', '⻊']"
蹡,18,157.11,to limp; walking; in motion,Traditional,"('足', '將')","['月', '爿', '寸', '⻊']"
躉,19,157.13,sell or buy wholesale; store,Traditional,"('萬', '足')","['二', '禸', '足', '丨', '艸', '冂']"
蹯,19,157.12,an animal's paws,Both,"('足', '番')","['田', '釆', '⻊']"
蹻,19,157.12,to raise the feet; to cross the legs; brave; sandals,Traditional,"('足', '喬')","['冂', '大', '口', '⻊']"
躐,22,157.15,to stride over; to step across,Both,"('足', '巤')","['丿', '囗', '川', '冫', '⻊']"
躧,26,157.19,sandal,Traditional,"('足', '麗')","['一', '鹿', '⻊']"
躓,22,157.15,"stumble, totter; fail, be frustrated",Traditional,"('足', '質')","['斤', '貝', '⻊']"
趿,10,157.4,to tread on; slipshod,Both,"('足', '及')","['丿', '⻊']"
踯,15,157.8,"waver, hesitate, be irresolute",Simplified,"('足', '郑')","['八', '大', '阝', '一', '⻊']"
